region;country;zone;lat;lon;url;ref
asia;turkey;sindirgi kent meydani;39.23747;28.174228;https://worldcam.eu/webcams/asia/turkey/29462-sindirgi-kent-meydani;29462
asia;turkey;bandirma seaside promenade;40.3570204;27.9702585;https://worldcam.eu/webcams/asia/turkey/33590-bandirma-seaside-promenade;33590
asia;kyrgyzstan;bishkek ala too square;42.8753365;74.6036145;https://worldcam.eu/webcams/asia/kyrgyzstan/9923-bishkek-ala-too-square;9923
asia;maldives;kuredu island;5.5499999;73.45;https://worldcam.eu/webcams/asia/maldives/2714-kuredu-island;2714
asia;india;miraj central warehousing corporation miraj bd;16.8430442;74.6363744;https://worldcam.eu/webcams/asia/india/28442-miraj-central-warehousing-corporation-miraj-bd;28442
asia;israel;haifa bat galim;32.8322675;34.9785158;https://worldcam.eu/webcams/asia/israel/33945-haifa-bat-galim;33945
asia;japan;nagasaki airport;32.9149339;129.917042;https://worldcam.eu/webcams/asia/japan/19060-nagasaki-airport;19060
asia;china;dali cangshan shimen pass;25.694246;100.143503;https://worldcam.eu/webcams/asia/china/26900-dali-cangshan-shimen-pass;26900
asia;japan;zushi marina;35.2954561;139.5538536;https://worldcam.eu/webcams/asia/japan/501-zushi-marina;501
asia;turkey;afyonkarahisar several views;38.9214961;30.4842329;https://worldcam.eu/webcams/asia/turkey/13378-afyonkarahisar-several-views;13378
asia;china;shenyang hunhe bridge;41.74703;123.44741;https://worldcam.eu/webcams/asia/china/25515-shenyang-hunhe-bridge;25515
asia;kyrgyzstan;bishkek dodo pizza;42.847414;74.6111256;https://worldcam.eu/webcams/asia/kyrgyzstan/17592-bishkek-dodo-pizza;17592
asia;malaysia;redang island taaras beach;5.7846899;103.0143661;https://worldcam.eu/webcams/asia/malaysia/34368-redang-island-taaras-beach;34368
asia;japan;shimoda shirahama ohama strand;34.6894661;138.9728404;https://worldcam.eu/webcams/asia/japan/33570-shimoda-shirahama-ohama-strand;33570
asia;japan;osaka osaka castle kawasaki bridge;34.6559982;135.2773581;https://worldcam.eu/webcams/asia/japan/6993-osaka-osaka-castle-kawasaki-bridge;6993
asia;china;kunming yunnan nationalities village va village;24.967737;102.667391;https://worldcam.eu/webcams/asia/china/30513-kunming-yunnan-nationalities-village-va-village;30513
asia;india;kharagpur central warehouse;22.3439446;87.2600417;https://worldcam.eu/webcams/asia/india/28443-kharagpur-central-warehouse;28443
asia;japan;maibara gransnow okuibuki;35.4472892;136.373718;https://worldcam.eu/webcams/asia/japan/31740-maibara-gransnow-okuibuki;31740
asia;israel;hadera beach;32.4381415;34.8780471;https://worldcam.eu/webcams/asia/israel/30810-hadera-beach;30810
asia;south korea;gangneung gyeongpo beach;37.8054752;128.9078299;https://worldcam.eu/webcams/asia/south-korea/32625-gangneung-gyeongpo-beach;32625
asia;south korea;seoul gwanghwamun boulevard;37.5727058;126.976524;https://worldcam.eu/webcams/asia/south-korea/31361-seoul-gwanghwamun-boulevard;31361
asia;turkey;unlupinar;40.2061274;39.433717;https://worldcam.eu/webcams/asia/turkey/26290-unlupinar;26290
asia;japan;nikko nico nico honjin;36.8464464;139.5902316;https://worldcam.eu/webcams/asia/japan/27455-nikko-nico-nico-honjin;27455
asia;china;putian meizhou island;25.0725196;119.12992;https://worldcam.eu/webcams/asia/china/28649-putian-meizhou-island;28649
asia;philippines;pasig maybunga pasig rainforest park;14.5747385;121.0981015;https://worldcam.eu/webcams/asia/philippines/35266-pasig-maybunga-pasig-rainforest-park;35266
asia;japan;kami amarube viaduct;35.6490846;134.5585758;https://worldcam.eu/webcams/asia/japan/35393-kami-amarube-viaduct;35393
asia;china;macau traffic;22.161832;113.5701527;https://worldcam.eu/webcams/asia/china/24566-macau-traffic;24566
asia;india;thalassery central warehouse;11.7585071;75.5058208;https://worldcam.eu/webcams/asia/india/28473-thalassery-central-warehouse;28473
asia;indonesia;lombok inlight lombok resort;-8.9198043;116.3465192;https://worldcam.eu/webcams/asia/indonesia/28138-lombok-inlight-lombok-resort;28138
asia;japan;sapporo tanukikoji shopping street;43.0572386;141.352677;https://worldcam.eu/webcams/asia/japan/6995-sapporo-tanukikoji-shopping-street;6995
asia;india;mount abu tower of peace;24.6113421;72.7601038;https://worldcam.eu/webcams/asia/india/30331-mount-abu-tower-of-peace;30331
asia;turkey;uzunkopru several views;41.2595132;26.6835586;https://worldcam.eu/webcams/asia/turkey/25372-uzunkopru-several-views;25372
asia;india;delhi sri sri radha parthasarathi mandir;28.5560674;77.2532714;https://worldcam.eu/webcams/asia/india/5447-delhi-sri-sri-radha-parthasarathi-mandir;5447
asia;china;hong kong princess margaret hospital;22.3437724;114.1327516;https://worldcam.eu/webcams/asia/china/30267-hong-kong-princess-margaret-hospital;30267
asia;thailand;bangkok save one go market;13.9270411;100.6274388;https://worldcam.eu/webcams/asia/thailand/33765-bangkok-save-one-go-market;33765
asia;japan;matsumoto kappa bridge;36.2488752;137.6377754;https://worldcam.eu/webcams/asia/japan/29501-matsumoto-kappa-bridge;29501
asia;japan;nago busena terrace beach;26.539003;127.9344836;https://worldcam.eu/webcams/asia/japan/11535-nago-busena-terrace-beach;11535
asia;south korea;deokjeokdo uldo dock;37.2364355;126.134118;https://worldcam.eu/webcams/asia/south-korea/32934-deokjeokdo-uldo-dock;32934
asia;thailand;ubon ratchathani traffic;15.2418413;104.8574472;https://worldcam.eu/webcams/asia/thailand/25763-ubon-ratchathani-traffic;25763
asia;china;dali ancient city;25.7009563;100.15564;https://worldcam.eu/webcams/asia/china/26978-dali-ancient-city;26978
asia;south korea;seoul hangang banpo bridge;37.5157477;126.9960338;https://worldcam.eu/webcams/asia/south-korea/3736-seoul-hangang-banpo-bridge;3736
asia;japan;fujikawaguchiko lake shoji mount fuji;35.4887124;138.6105768;https://worldcam.eu/webcams/asia/japan/34605-fujikawaguchiko-lake-shoji-mount-fuji;34605
asia;japan;wajima panoramic view;37.5242623;136.9329214;https://worldcam.eu/webcams/asia/japan/35398-wajima-panoramic-view;35398
asia;kyrgyzstan;bosteri panoramic view;42.3876012;77.0297377;https://worldcam.eu/webcams/asia/kyrgyzstan/25726-bosteri-panoramic-view;25726
asia;japan;otsu lake biwa flower fountain;35.0148288;135.8669519;https://worldcam.eu/webcams/asia/japan/18855-otsu-lake-biwa-flower-fountain;18855
asia;nepal;kathmandu dharahara tower;27.700527;85.3121974;https://worldcam.eu/webcams/asia/nepal/18714-kathmandu-dharahara-tower;18714
asia;japan;otawara several views;36.869648;140.1216191;https://worldcam.eu/webcams/asia/japan/33566-otawara-several-views;33566
asia;japan;tokyo ikegami honmon ji;35.578785;139.705185;https://worldcam.eu/webcams/asia/japan/14597-tokyo-ikegami-honmon-ji;14597
asia;philippines;palawan el nido;11.2047403;119.406083;https://worldcam.eu/webcams/asia/philippines/18842-palawan-el-nido;18842
asia;india;edathala central warehouse;10.0474187;76.3812537;https://worldcam.eu/webcams/asia/india/28476-edathala-central-warehouse;28476
asia;japan;hakone lake ashi sorakaze cruise ship;35.2136487;139.012551;https://worldcam.eu/webcams/asia/japan/34820-hakone-lake-ashi-sorakaze-cruise-ship;34820
asia;japan;osaka nishi yodogawa;34.706181;135.4405774;https://worldcam.eu/webcams/asia/japan/7071-osaka-nishi-yodogawa;7071
asia;taiwan;taipei skyline;25.0336752;121.5648831;https://worldcam.eu/webcams/asia/taiwan/32671-taipei-skyline;32671
asia;georgia;batumi orbi city;41.6380372;41.6112063;https://worldcam.eu/webcams/asia/georgia/29639-batumi-orbi-city;29639
asia;south korea;seoul myeongdong cathedral;37.5633851;126.987436;https://worldcam.eu/webcams/asia/south-korea/15485-seoul-myeongdong-cathedral;15485
asia;malaysia;penang georgetown gurney drive;5.4346955;100.3145832;https://worldcam.eu/webcams/asia/malaysia/12450-penang-georgetown-gurney-drive;12450
asia;thailand;koh samui maret lamai;9.4655635;100.0446403;https://worldcam.eu/webcams/asia/thailand/33864-koh-samui-maret-lamai;33864
asia;japan;kofu kure tunnel;35.7064411;138.5639063;https://worldcam.eu/webcams/asia/japan/35346-kofu-kure-tunnel;35346
asia;china;jianshui linan chaoyang gate;23.5149265;102.7850605;https://worldcam.eu/webcams/asia/china/26708-jianshui-linan-chaoyang-gate;26708
asia;china;qingdao astronomical observatory;36.141236;120.4913919;https://worldcam.eu/webcams/asia/china/32483-qingdao-astronomical-observatory;32483
asia;indonesia;bali balangan beach;-8.792266;115.1234112;https://worldcam.eu/webcams/asia/indonesia/2881-bali-balangan-beach;2881
asia;japan;kawazu railway bridge;34.7716014;138.964944;https://worldcam.eu/webcams/asia/japan/29505-kawazu-railway-bridge;29505
asia;turkey;cayeli several views;41.0865321;40.7243952;https://worldcam.eu/webcams/asia/turkey/32204-cayeli-several-views;32204
asia;kyrgyzstan;balykchy roundabout;42.4538221;76.1887264;https://worldcam.eu/webcams/asia/kyrgyzstan/25728-balykchy-roundabout;25728
asia;china;qinhuangdao great wall of china old dragons head;39.970878;119.796764;https://worldcam.eu/webcams/asia/china/35749-qinhuangdao-great-wall-of-china-old-dragons-head;35749
asia;south korea;baengnyeongdo gobongpo;37.9590021;124.6653814;https://worldcam.eu/webcams/asia/south-korea/32945-baengnyeongdo-gobongpo;32945
asia;turkey;kusadasi animal shelter;37.855702;27.2889896;https://worldcam.eu/webcams/asia/turkey/31787-kusadasi-animal-shelter;31787
asia;japan;osaka shin midosuji;34.7677428;135.4970011;https://worldcam.eu/webcams/asia/japan/12710-osaka-shin-midosuji;12710
asia;saudi arabia;mecca the sacred mosque;21.423658;39.8253597;https://worldcam.eu/webcams/asia/saudi-arabia/612-mecca-the-sacred-mosque;612
asia;south korea;busan songjeong beach;35.1825303;129.2006142;https://worldcam.eu/webcams/asia/south-korea/17904-busan-songjeong-beach;17904
asia;turkey;marmaris seaside promenade;36.8473343;28.2577085;https://worldcam.eu/webcams/asia/turkey/32414-marmaris-seaside-promenade;32414
asia;south korea;bukhansan national park sapaesan;37.6190261;126.9969584;https://worldcam.eu/webcams/asia/south-korea/35705-bukhansan-national-park-sapaesan;35705
asia;thailand;phuket patong nanai road;7.8869758;98.3026081;https://worldcam.eu/webcams/asia/thailand/24188-phuket-patong-nanai-road;24188
asia;japan;shinonsen hamasaka sun beach;35.6286777;134.4474411;https://worldcam.eu/webcams/asia/japan/29964-shinonsen-hamasaka-sun-beach;29964
asia;nepal;khumjung hotel everest view;27.8166165;86.7237135;https://worldcam.eu/webcams/asia/nepal/32491-khumjung-hotel-everest-view;32491
asia;iraq;karbala holy shrines;32.6163341;44.0325336;https://worldcam.eu/webcams/asia/iraq/14621-karbala-holy-shrines;14621
asia;cyprus;fasoula panoramic view;34.8467537;32.7134129;https://worldcam.eu/webcams/asia/cyprus/22111-fasoula-panoramic-view;22111
asia;pakistan;rawalpindi;33.5615146;73.0181478;https://worldcam.eu/webcams/asia/pakistan/10140-rawalpindi;10140
asia;cyprus;troodos mountains;34.9219812;32.879425;https://worldcam.eu/webcams/asia/cyprus/22110-troodos-mountains;22110
asia;nepal;kathmandu swayambhunath;27.7148996;85.2903957;https://worldcam.eu/webcams/asia/nepal/28318-kathmandu-swayambhunath;28318
asia;japan;naha kokusai street;26.2151469;127.684745;https://worldcam.eu/webcams/asia/japan/9783-naha-kokusai-street;9783
asia;thailand;phuket kamala nakalay beach;7.9444448;98.27993;https://worldcam.eu/webcams/asia/thailand/35503-phuket-kamala-nakalay-beach;35503
asia;japan;osaka dotonbori ebisu bridge;34.6690612;135.5013004;https://worldcam.eu/webcams/asia/japan/20864-osaka-dotonbori-ebisu-bridge;20864
asia;japan;shimogou yunokamionsen station nanshan av tonohetsuri;37.303648;139.895419;https://worldcam.eu/webcams/asia/japan/16176-shimogou-yunokamionsen-station-nanshan-av-tonohetsuri;16176
asia;cyprus;larnaca seaside promenade;34.8857737;33.6313083;https://worldcam.eu/webcams/asia/cyprus/35566-larnaca-seaside-promenade;35566
asia;turkey;izmir neva yali;38.4652132;27.1495717;https://worldcam.eu/webcams/asia/turkey/31915-izmir-neva-yali;31915
asia;turkey;hemsin panoramic view;41.058304;41.00363;https://worldcam.eu/webcams/asia/turkey/31936-hemsin-panoramic-view;31936
asia;cyprus;pissouri panoramic view;34.7260186;32.656189;https://worldcam.eu/webcams/asia/cyprus/34864-pissouri-panoramic-view;34864
asia;thailand;koh samui chaweng kaif sauna;9.5450222;100.0717194;https://worldcam.eu/webcams/asia/thailand/4267-koh-samui-chaweng-kaif-sauna;4267
asia;indonesia;tabalong regency several views;-1.837203;115.4406545;https://worldcam.eu/webcams/asia/indonesia/33799-tabalong-regency-several-views;33799
asia;kyrgyzstan;razzakov isfana centre;39.8233758;69.5682128;https://worldcam.eu/webcams/asia/kyrgyzstan/34576-razzakov-isfana-centre;34576
asia;turkey;marmaris uzun yali yat limani ataturk caddesi 19 mayis genclik meydani;36.8548726;28.2704334;https://worldcam.eu/webcams/asia/turkey/10327-marmaris-uzun-yali-yat-limani-ataturk-caddesi-19-mayis-genclik-meydani;10327
asia;india;bangalore whitefield warehousing;12.9756319;77.7417231;https://worldcam.eu/webcams/asia/india/26753-bangalore-whitefield-warehousing;26753
asia;indonesia;purwakarta traffic;-6.5414161;107.4550443;https://worldcam.eu/webcams/asia/indonesia/32903-purwakarta-traffic;32903
asia;japan;tottori sand dunes;35.5423797;134.2277733;https://worldcam.eu/webcams/asia/japan/25-tottori-sand-dunes;25
asia;china;hong kong kwong wah hospital;22.3131674;114.1707646;https://worldcam.eu/webcams/asia/china/34641-hong-kong-kwong-wah-hospital;34641
asia;india;bhopal warehouse;23.2105447;77.3844052;https://worldcam.eu/webcams/asia/india/28446-bhopal-warehouse;28446
asia;georgia;gudauri ski resort;42.5090737;44.492497;https://worldcam.eu/webcams/asia/georgia/31212-gudauri-ski-resort;31212
asia;turkey;yahyali several views;37.9567926;35.3660958;https://worldcam.eu/webcams/asia/turkey/33584-yahyali-several-views;33584
asia;china;dali shuanglang ancient village;25.9122049;100.19673;https://worldcam.eu/webcams/asia/china/34958-dali-shuanglang-ancient-village;34958
asia;japan;toyonaka route no 43;34.7189672;135.3703426;https://worldcam.eu/webcams/asia/japan/34420-toyonaka-route-no-43;34420
asia;japan;ibusuki yamakawa port;31.2237186;130.696454;https://worldcam.eu/webcams/asia/japan/31901-ibusuki-yamakawa-port;31901
asia;south korea;busan millak waterside park;35.1545716;129.1329907;https://worldcam.eu/webcams/asia/south-korea/34766-busan-millak-waterside-park;34766
asia;china;lijiang blue moon valley jezioro jingtan;27.1250965;100.247298;https://worldcam.eu/webcams/asia/china/24414-lijiang-blue-moon-valley-jezioro-jingtan;24414
asia;indonesia;penanjakan bromo bromo tengger semeru national park;-7.9045913;112.9510862;https://worldcam.eu/webcams/asia/indonesia/35072-penanjakan-bromo-bromo-tengger-semeru-national-park;35072
asia;turkey;kusadasi harbour;37.8655539;27.258839;https://worldcam.eu/webcams/asia/turkey/35176-kusadasi-harbour;35176
asia;turkey;konya;37.8785065;32.5064825;https://worldcam.eu/webcams/asia/turkey/548-konya;548
asia;south korea;busan gwangan bridge;35.147551;129.1302088;https://worldcam.eu/webcams/asia/south-korea/20605-busan-gwangan-bridge;20605
asia;south korea;pohang haean ro;36.2310822;129.3778486;https://worldcam.eu/webcams/asia/south-korea/34764-pohang-haean-ro;34764
asia;turkey;kutahya laleli kavsagi;39.4160692;29.987041;https://worldcam.eu/webcams/asia/turkey/19985-kutahya-laleli-kavsagi;19985
asia;cyprus;larnaca beach;34.8496723;33.5026184;https://worldcam.eu/webcams/asia/cyprus/14907-larnaca-beach;14907
asia;cyprus;ayia napa adams beach hotel;34.988581;33.966694;https://worldcam.eu/webcams/asia/cyprus/7813-ayia-napa-adams-beach-hotel;7813
asia;japan;okuma fukushima nuclear power plant no 1;37.4229455;141.0329363;https://worldcam.eu/webcams/asia/japan/11506-okuma-fukushima-nuclear-power-plant-no-1;11506
asia;china;longyang yunnan bidun coffee industry and culture park;25.2052249;99.1128301;https://worldcam.eu/webcams/asia/china/33883-longyang-yunnan-bidun-coffee-industry-and-culture-park;33883
asia;georgia;tbilisi dog shelter;41.7117149;44.8127606;https://worldcam.eu/webcams/asia/georgia/16050-tbilisi-dog-shelter;16050
asia;japan;fujikawaguchiko lake kawaguchi;35.5130845;138.7450271;https://worldcam.eu/webcams/asia/japan/33899-fujikawaguchiko-lake-kawaguchi;33899
asia;thailand;nakhon si thammarat several views;8.4508216;99.8909484;https://worldcam.eu/webcams/asia/thailand/14774-nakhon-si-thammarat-several-views;14774
asia;turkey;elazig harput castle;38.7041316;39.2573094;https://worldcam.eu/webcams/asia/turkey/29461-elazig-harput-castle;29461
asia;indonesia;bali seminyak sanur bali barber;-8.6881931;115.2118934;https://worldcam.eu/webcams/asia/indonesia/17211-bali-seminyak-sanur-bali-barber;17211
asia;japan;tokyo taito asakusa senso ji;35.7147651;139.7966553;https://worldcam.eu/webcams/asia/japan/4669-tokyo-taito-asakusa-senso-ji;4669
asia;taiwan;yuanlin city bagua panoramic view;23.9393909;120.598686;https://worldcam.eu/webcams/asia/taiwan/35447-yuanlin-city-bagua-panoramic-view;35447
asia;japan;sakata shonai airport parking lot;38.8163243;139.7875677;https://worldcam.eu/webcams/asia/japan/31902-sakata-shonai-airport-parking-lot;31902
asia;china;dali bai village;25.5726647;100.2308035;https://worldcam.eu/webcams/asia/china/34957-dali-bai-village;34957
asia;japan;sendai aobayama park;38.2547577;140.8570772;https://worldcam.eu/webcams/asia/japan/33568-sendai-aobayama-park;33568
asia;japan;uenohara chuo expressway;35.470274;137.6525981;https://worldcam.eu/webcams/asia/japan/34604-uenohara-chuo-expressway;34604
asia;japan;tokyo odaiba tokyo bay;35.6188474;139.7801879;https://worldcam.eu/webcams/asia/japan/31903-tokyo-odaiba-tokyo-bay;31903
asia;india;nadiad central warehouse;22.6988416;72.8719382;https://worldcam.eu/webcams/asia/india/35067-nadiad-central-warehouse;35067
asia;philippines;davao city agdao cynthia store;7.0770395;125.6210391;https://worldcam.eu/webcams/asia/philippines/32452-davao-city-agdao-cynthia-store;32452
asia;japan;iida several views;35.454528;137.9211432;https://worldcam.eu/webcams/asia/japan/11956-iida-several-views;11956
asia;china;yuxi moon lake;24.510175;102.460753;https://worldcam.eu/webcams/asia/china/34265-yuxi-moon-lake;34265
asia;japan;kami kuroshima and shiraishishima islands;24.2373177;124.0105346;https://worldcam.eu/webcams/asia/japan/35394-kami-kuroshima-and-shiraishishima-islands;35394
asia;turkey;izmit;40.771114;29.934501;https://worldcam.eu/webcams/asia/turkey/558-izmit;558
asia;india;chennai arignar anna zoological park;12.8801091;80.080892;https://worldcam.eu/webcams/asia/india/19604-chennai-arignar-anna-zoological-park;19604
asia;china;hong kong north district hospital;22.4977542;114.1242673;https://worldcam.eu/webcams/asia/china/34643-hong-kong-north-district-hospital;34643
asia;vietnam;hoang mai rvier view;20.9987113;105.8798583;https://worldcam.eu/webcams/asia/vietnam/29140-hoang-mai-rvier-view;29140
asia;indonesia;semarang;-7.0247298;110.4170652;https://worldcam.eu/webcams/asia/indonesia/32902-semarang;32902
asia;japan;ginowan uchidomari;26.2734979;127.7302333;https://worldcam.eu/webcams/asia/japan/18379-ginowan-uchidomari;18379
asia;cyprus;tsada panoramic view;34.8548512;33.0122103;https://worldcam.eu/webcams/asia/cyprus/22109-tsada-panoramic-view;22109
asia;china;yuxi yimen county nantun reservoir;24.6730556;102.151679;https://worldcam.eu/webcams/asia/china/26458-yuxi-yimen-county-nantun-reservoir;26458
asia;turkey;caycuma cumhuriyet meydani ataturk bulvari;41.4271686;32.072733;https://worldcam.eu/webcams/asia/turkey/17739-caycuma-cumhuriyet-meydani-ataturk-bulvari;17739
asia;indonesia;bandung jl raya padalarang;-6.8423174;107.4786812;https://worldcam.eu/webcams/asia/indonesia/32703-bandung-jl-raya-padalarang;32703
asia;japan;osaka torikai railroad depot tokaido shinkansen;34.7113143;135.4992906;https://worldcam.eu/webcams/asia/japan/12280-osaka-torikai-railroad-depot-tokaido-shinkansen;12280
asia;cyprus;karavas beach;36.0884853;28.8567937;https://worldcam.eu/webcams/asia/cyprus/18595-karavas-beach;18595
asia;japan;sapporo historical village of hokkaido;43.0482243;141.496994;https://worldcam.eu/webcams/asia/japan/29503-sapporo-historical-village-of-hokkaido;29503
asia;japan;fujikawaguchiko kawaguchiko station mount fuji;35.4908812;138.7823226;https://worldcam.eu/webcams/asia/japan/34603-fujikawaguchiko-kawaguchiko-station-mount-fuji;34603
asia;israel;herzliya herzliya beach sea scouts zvulun;32.1743883;34.8005398;https://worldcam.eu/webcams/asia/israel/25244-herzliya-herzliya-beach-sea-scouts-zvulun;25244
asia;malaysia;johor bahru panoramic view;1.544855;103.7148917;https://worldcam.eu/webcams/asia/malaysia/13071-johor-bahru-panoramic-view;13071
asia;indonesia;bandung traffic;-6.9034495;107.6431575;https://worldcam.eu/webcams/asia/indonesia/25356-bandung-traffic;25356
asia;japan;niseko mtyotei niseko view plaza niseko annupuri ski resort;42.831907;140.6733542;https://worldcam.eu/webcams/asia/japan/25142-niseko-mtyotei-niseko-view-plaza-niseko-annupuri-ski-resort;25142
asia;turkey;palandoken ski resort;39.8545978;41.2795531;https://worldcam.eu/webcams/asia/turkey/27989-palandoken-ski-resort;27989
asia;taiwan;hualian chike mountain;23.7341791;121.3801138;https://worldcam.eu/webcams/asia/taiwan/26286-hualian-chike-mountain;26286
asia;turkey;ankara sincan;39.9033766;32.7627648;https://worldcam.eu/webcams/asia/turkey/25360-ankara-sincan;25360
asia;israel;haifa bat galim beach;32.8354736;34.9794078;https://worldcam.eu/webcams/asia/israel/25241-haifa-bat-galim-beach;25241
asia;japan;hiroshima railway station;34.3970422;132.4752886;https://worldcam.eu/webcams/asia/japan/26515-hiroshima-railway-station;26515
asia;georgia;batumi beach tower;41.630009;41.6028411;https://worldcam.eu/webcams/asia/georgia/29638-batumi-beach-tower;29638
asia;turkey;kayseri several views;38.723401;35.4701871;https://worldcam.eu/webcams/asia/turkey/19991-kayseri-several-views;19991
