timestamp;event;ip;hostname
2025-06-18 05:19:45;JOIN;192.168.1.31;Unknown
2025-06-18 05:19:45;JOIN;192.168.1.69;Unknown
2025-06-18 05:19:45;JOIN;192.168.1.92;Unknown
2025-06-18 05:19:45;LEAVE;192.168.1.40;Unknown
2025-06-18 05:19:47;JOIN;192.168.1.40;Unknown
2025-06-18 05:19:47;JOIN;192.168.1.49;Unknown
2025-06-18 05:19:47;LEAVE;192.168.1.92;Unknown
2025-06-18 05:19:47;LEAVE;192.168.1.31;Unknown
2025-06-18 05:19:49;JOIN;192.168.1.31;Unknown
2025-06-18 05:19:49;LEAVE;192.168.1.206;Unknown
2025-06-18 05:19:49;LEAVE;192.168.1.49;Unknown
2025-06-18 05:19:51;JOIN;192.168.1.92;Unknown
2025-06-18 05:19:51;LEAVE;192.168.1.37;Unknown
2025-06-18 05:19:51;LEAVE;192.168.1.40;Unknown
2025-06-18 05:19:54;JOIN;192.168.1.40;Unknown
2025-06-18 05:19:54;JOIN;192.168.1.32;Unknown
2025-06-18 05:19:54;JOIN;192.168.1.206;Unknown
2025-06-18 05:19:54;LEAVE;192.168.1.92;Unknown
2025-06-18 05:19:54;LEAVE;192.168.1.31;Unknown
2025-06-18 05:19:54;LEAVE;192.168.1.50;Unknown
2025-06-18 05:19:54;LEAVE;192.168.1.47;Unknown
2025-06-18 05:19:56;JOIN;192.168.1.22;Unknown
2025-06-18 05:19:56;JOIN;192.168.1.37;Unknown
2025-06-18 05:19:56;JOIN;192.168.1.50;Unknown
2025-06-18 05:19:56;JOIN;192.168.1.31;Unknown
2025-06-18 05:19:56;LEAVE;192.168.1.1;Unknown
2025-06-18 05:19:56;LEAVE;192.168.1.32;Unknown
2025-06-18 05:19:58;JOIN;192.168.1.1;_gateway
2025-06-18 05:19:58;LEAVE;192.168.1.34;Unknown
2025-06-18 05:20:00;JOIN;192.168.1.34;Unknown
2025-06-18 05:20:00;JOIN;192.168.1.47;Unknown
2025-06-18 05:20:00;LEAVE;192.168.1.89;Unknown
2025-06-18 05:20:02;JOIN;192.168.1.92;Unknown
2025-06-18 05:20:05;JOIN;192.168.1.89;Unknown
2025-06-18 05:20:05;LEAVE;192.168.1.92;Unknown
2025-06-18 05:20:05;LEAVE;192.168.1.22;Unknown
2025-06-18 05:20:05;LEAVE;192.168.1.34;Unknown
2025-06-18 05:20:05;LEAVE;192.168.1.50;Unknown
2025-06-18 05:20:07;JOIN;192.168.1.34;Unknown
2025-06-18 05:20:07;JOIN;192.168.1.92;Unknown
2025-06-18 05:20:07;LEAVE;192.168.1.56;Unknown
2025-06-18 05:20:07;LEAVE;192.168.1.40;Unknown
2025-06-18 05:20:09;JOIN;192.168.1.22;Unknown
2025-06-18 05:20:09;JOIN;192.168.1.40;Unknown
2025-06-18 05:20:09;JOIN;192.168.1.50;Unknown
2025-06-18 05:20:09;JOIN;192.168.1.56;Unknown
2025-06-18 05:20:09;LEAVE;192.168.1.92;Unknown
2025-06-18 05:20:09;LEAVE;192.168.1.31;Unknown
2025-06-18 05:20:09;LEAVE;192.168.1.37;Unknown
2025-06-18 05:20:11;JOIN;192.168.1.37;Unknown
2025-06-18 05:20:11;JOIN;192.168.1.49;Unknown
2025-06-18 05:20:11;LEAVE;192.168.1.38;Unknown
2025-06-18 05:20:11;LEAVE;192.168.1.22;Unknown
2025-06-18 05:20:11;LEAVE;192.168.1.1;Unknown
2025-06-18 05:20:14;JOIN;192.168.1.1;_gateway
2025-06-18 05:20:14;JOIN;192.168.1.38;Unknown
2025-06-18 05:20:16;LEAVE;192.168.1.49;Unknown
2025-06-18 05:20:18;JOIN;192.168.1.32;Unknown
2025-06-18 05:20:18;JOIN;192.168.1.31;Unknown
2025-06-18 05:20:18;JOIN;192.168.1.49;Unknown
2025-06-18 05:20:18;LEAVE;192.168.1.1;Unknown
2025-06-18 05:20:18;LEAVE;192.168.1.47;Unknown
2025-06-18 05:20:20;JOIN;192.168.1.1;_gateway
2025-06-18 05:20:20;JOIN;192.168.1.22;Unknown
2025-06-18 05:20:20;LEAVE;192.168.1.32;Unknown
2025-06-18 05:20:20;LEAVE;192.168.1.89;Unknown
2025-06-18 05:20:20;LEAVE;192.168.1.31;Unknown
2025-06-18 05:20:20;LEAVE;192.168.1.49;Unknown
2025-06-18 05:20:22;LEAVE;192.168.1.36;Unknown
2025-06-18 05:20:24;JOIN;192.168.1.36;Unknown
2025-06-18 05:20:24;JOIN;192.168.1.47;Unknown
2025-06-18 05:20:24;JOIN;192.168.1.31;Unknown
2025-06-18 05:20:24;JOIN;192.168.1.89;Unknown
2025-06-18 05:20:24;LEAVE;192.168.1.22;Unknown
2025-06-18 05:20:26;LEAVE;192.168.1.37;Unknown
2025-06-18 05:20:26;LEAVE;192.168.1.34;Unknown
2025-06-18 05:20:26;LEAVE;192.168.1.206;Unknown
2025-06-18 05:20:28;JOIN;192.168.1.22;Unknown
2025-06-18 05:20:28;JOIN;192.168.1.34;Unknown
2025-06-18 05:20:28;JOIN;192.168.1.32;Unknown
2025-06-18 05:20:28;JOIN;192.168.1.37;Unknown
2025-06-18 05:20:28;LEAVE;192.168.1.31;Unknown
2025-06-18 05:20:30;JOIN;192.168.1.31;Unknown
2025-06-18 05:20:30;LEAVE;192.168.1.22;Unknown
2025-06-18 05:20:30;LEAVE;192.168.1.32;Unknown
2025-06-18 05:20:32;JOIN;192.168.1.49;Unknown
2025-06-18 05:20:32;JOIN;192.168.1.206;Unknown
2025-06-18 05:20:32;LEAVE;192.168.1.31;Unknown
2025-06-18 05:20:32;LEAVE;192.168.1.37;Unknown
2025-06-18 05:20:35;JOIN;192.168.1.22;Unknown
2025-06-18 05:20:35;JOIN;192.168.1.31;Unknown
2025-06-18 05:20:35;JOIN;192.168.1.37;Unknown
2025-06-18 05:20:35;LEAVE;192.168.1.49;Unknown
2025-06-18 05:20:37;LEAVE;192.168.1.22;Unknown
2025-06-18 05:20:37;LEAVE;192.168.1.37;Unknown
2025-06-18 05:20:37;LEAVE;192.168.1.35;Unknown
2025-06-18 05:20:37;LEAVE;192.168.1.31;Unknown
2025-06-18 05:20:39;JOIN;192.168.1.35;Unknown
2025-06-18 05:20:39;JOIN;192.168.1.37;Unknown
2025-06-18 05:20:39;JOIN;192.168.1.49;Unknown
2025-06-18 05:20:41;JOIN;192.168.1.22;Unknown
2025-06-18 05:20:41;JOIN;192.168.1.31;Unknown
2025-06-18 05:20:41;LEAVE;192.168.1.69;Unknown
2025-06-18 05:20:41;LEAVE;192.168.1.89;Unknown
2025-06-18 05:20:41;LEAVE;192.168.1.49;Unknown
2025-06-18 05:20:43;JOIN;192.168.1.69;Unknown
2025-06-18 05:20:45;JOIN;192.168.1.89;Unknown
2025-06-18 05:20:45;LEAVE;192.168.1.22;Unknown
2025-06-18 05:20:45;LEAVE;192.168.1.31;Unknown
2025-06-18 05:20:48;JOIN;192.168.1.22;Unknown
2025-06-18 05:20:48;JOIN;192.168.1.32;Unknown
2025-06-18 05:20:48;LEAVE;192.168.1.206;Unknown
2025-06-18 05:20:48;LEAVE;192.168.1.47;Unknown
2025-06-18 05:20:50;JOIN;192.168.1.47;Unknown
2025-06-18 05:20:50;JOIN;192.168.1.206;Unknown
2025-06-18 05:20:50;LEAVE;192.168.1.32;Unknown
2025-06-18 05:20:53;JOIN;192.168.1.49;Unknown
2025-06-18 05:20:53;JOIN;192.168.1.92;Unknown
2025-06-18 05:20:53;LEAVE;192.168.1.22;Unknown
2025-06-18 05:20:55;JOIN;192.168.1.32;Unknown
2025-06-18 05:20:55;LEAVE;192.168.1.92;Unknown
2025-06-18 05:20:55;LEAVE;192.168.1.47;Unknown
2025-06-18 05:20:57;JOIN;192.168.1.47;Unknown
2025-06-18 05:20:57;LEAVE;192.168.1.69;Unknown
2025-06-18 05:20:57;LEAVE;192.168.1.49;Unknown
2025-06-18 05:20:59;JOIN;192.168.1.69;Unknown
2025-06-18 05:20:59;JOIN;192.168.1.92;Unknown
2025-06-18 05:20:59;LEAVE;192.168.1.89;Unknown
2025-06-18 05:21:01;JOIN;192.168.1.22;Unknown
2025-06-18 05:21:01;JOIN;192.168.1.89;Unknown
2025-06-18 05:21:01;LEAVE;192.168.1.92;Unknown
2025-06-18 05:21:01;LEAVE;192.168.1.41;Unknown
2025-06-18 05:21:03;JOIN;192.168.1.41;Unknown
2025-06-18 05:21:03;JOIN;192.168.1.31;Unknown
2025-06-18 05:21:03;LEAVE;192.168.1.89;Unknown
2025-06-18 05:21:05;JOIN;192.168.1.89;Unknown
2025-06-18 05:21:05;LEAVE;192.168.1.22;Unknown
2025-06-18 05:21:05;LEAVE;192.168.1.32;Unknown
2025-06-18 05:21:05;LEAVE;192.168.1.31;Unknown
2025-06-18 05:21:08;JOIN;192.168.1.22;Unknown
2025-06-18 05:21:10;LEAVE;192.168.1.22;Unknown
2025-06-18 05:21:12;JOIN;192.168.1.31;Unknown
2025-06-18 05:21:12;LEAVE;192.168.1.37;Unknown
2025-06-18 05:21:12;LEAVE;192.168.1.41;Unknown
2025-06-18 05:21:14;JOIN;192.168.1.37;Unknown
2025-06-18 05:21:14;JOIN;192.168.1.41;Unknown
2025-06-18 05:21:14;LEAVE;192.168.1.31;Unknown
2025-06-18 05:21:14;LEAVE;192.168.1.47;Unknown
2025-06-18 05:21:17;JOIN;192.168.1.22;Unknown
2025-06-18 05:21:17;JOIN;192.168.1.47;Unknown
2025-06-18 05:21:19;LEAVE;192.168.1.22;Unknown
2025-06-18 05:21:19;LEAVE;192.168.1.41;Unknown
2025-06-18 05:21:21;JOIN;192.168.1.22;Unknown
2025-06-18 05:21:21;LEAVE;192.168.1.37;Unknown
2025-06-18 05:21:21;LEAVE;192.168.1.89;Unknown
2025-06-18 05:21:23;JOIN;192.168.1.37;Unknown
2025-06-18 05:21:23;JOIN;192.168.1.89;Unknown
2025-06-18 05:21:23;LEAVE;192.168.1.22;Unknown
2025-06-18 05:21:25;JOIN;192.168.1.22;Unknown
2025-06-18 05:21:25;JOIN;192.168.1.32;Unknown
2025-06-18 05:21:25;JOIN;192.168.1.92;Unknown
2025-06-18 05:21:25;JOIN;192.168.1.31;Unknown
2025-06-18 05:21:25;LEAVE;192.168.1.89;Unknown
2025-06-18 05:21:27;JOIN;192.168.1.89;Unknown
2025-06-18 05:21:27;LEAVE;192.168.1.92;Unknown
2025-06-18 05:21:27;LEAVE;192.168.1.32;Unknown
2025-06-18 05:21:27;LEAVE;192.168.1.1;Unknown
2025-06-18 05:21:29;JOIN;192.168.1.1;_gateway
2025-06-18 05:21:29;LEAVE;192.168.1.31;Unknown
2025-06-18 05:21:29;LEAVE;192.168.1.22;Unknown
2025-06-18 05:21:31;JOIN;192.168.1.22;Unknown
2025-06-18 05:21:31;JOIN;192.168.1.31;Unknown
2025-06-18 05:21:31;LEAVE;192.168.1.50;Unknown
2025-06-18 05:21:34;JOIN;192.168.1.50;Unknown
2025-06-18 05:21:34;JOIN;192.168.1.41;Unknown
2025-06-18 05:21:34;LEAVE;192.168.1.31;Unknown
2025-06-18 05:21:37;JOIN;192.168.1.92;Unknown
2025-06-18 05:21:37;LEAVE;192.168.1.47;Unknown
2025-06-18 05:21:39;JOIN;192.168.1.31;Unknown
2025-06-18 05:21:39;LEAVE;192.168.1.92;Unknown
2025-06-18 05:21:39;LEAVE;192.168.1.22;Unknown
2025-06-18 05:21:39;LEAVE;192.168.1.35;Unknown
2025-06-18 05:21:39;LEAVE;192.168.1.89;Unknown
2025-06-18 05:21:39;LEAVE;192.168.1.41;Unknown
2025-06-18 05:21:41;JOIN;192.168.1.22;Unknown
2025-06-18 05:21:41;JOIN;192.168.1.35;Unknown
2025-06-18 05:21:41;JOIN;192.168.1.47;Unknown
2025-06-18 05:21:41;LEAVE;192.168.1.31;Unknown
2025-06-18 05:21:41;LEAVE;192.168.1.37;Unknown
2025-06-18 05:21:43;JOIN;192.168.1.89;Unknown
2025-06-18 05:21:43;LEAVE;192.168.1.22;Unknown
2025-06-18 05:21:43;LEAVE;192.168.1.56;Unknown
2025-06-18 05:21:43;LEAVE;192.168.1.69;Unknown
2025-06-18 05:21:43;LEAVE;192.168.1.50;Unknown
2025-06-18 05:21:45;JOIN;192.168.1.22;Unknown
2025-06-18 05:21:45;JOIN;192.168.1.50;Unknown
2025-06-18 05:21:45;JOIN;192.168.1.56;Unknown
2025-06-18 05:21:45;JOIN;192.168.1.37;Unknown
2025-06-18 05:21:45;JOIN;192.168.1.41;Unknown
2025-06-18 05:21:45;JOIN;192.168.1.69;Unknown
2025-06-18 05:21:47;JOIN;192.168.1.92;Unknown
2025-06-18 05:21:47;LEAVE;192.168.1.22;Unknown
2025-06-18 05:21:47;LEAVE;192.168.1.89;Unknown
2025-06-18 05:21:47;LEAVE;192.168.1.41;Unknown
2025-06-18 05:21:47;LEAVE;192.168.1.47;Unknown
2025-06-18 05:21:49;JOIN;192.168.1.22;Unknown
2025-06-18 05:21:49;JOIN;192.168.1.47;Unknown
2025-06-18 05:21:49;JOIN;192.168.1.89;Unknown
2025-06-18 05:21:49;LEAVE;192.168.1.92;Unknown
2025-06-18 05:21:49;LEAVE;192.168.1.40;Unknown
2025-06-18 05:21:49;LEAVE;192.168.1.50;Unknown
2025-06-18 05:21:51;JOIN;192.168.1.40;Unknown
2025-06-18 05:21:51;JOIN;192.168.1.50;Unknown
2025-06-18 05:21:51;JOIN;192.168.1.31;Unknown
2025-06-18 05:21:51;JOIN;192.168.1.92;Unknown
2025-06-18 05:21:53;JOIN;192.168.1.49;Unknown
2025-06-18 05:21:53;LEAVE;192.168.1.92;Unknown
2025-06-18 05:21:53;LEAVE;192.168.1.31;Unknown
2025-06-18 05:21:55;JOIN;192.168.1.31;Unknown
2025-06-18 05:21:55;LEAVE;192.168.1.22;Unknown
2025-06-18 05:21:55;LEAVE;192.168.1.49;Unknown
2025-06-18 05:21:58;JOIN;192.168.1.22;Unknown
2025-06-18 05:21:58;LEAVE;192.168.1.31;Unknown
2025-06-18 05:22:00;JOIN;192.168.1.41;Unknown
2025-06-18 05:22:00;JOIN;192.168.1.49;Unknown
2025-06-18 05:22:00;LEAVE;192.168.1.22;Unknown
2025-06-18 05:22:02;JOIN;192.168.1.22;Unknown
2025-06-18 05:22:02;LEAVE;192.168.1.37;Unknown
2025-06-18 05:22:02;LEAVE;192.168.1.41;Unknown
2025-06-18 05:22:02;LEAVE;192.168.1.49;Unknown
2025-06-18 05:22:04;JOIN;192.168.1.37;Unknown
2025-06-18 05:22:04;LEAVE;192.168.1.22;Unknown
2025-06-18 05:22:04;LEAVE;192.168.1.89;Unknown
2025-06-18 05:22:06;JOIN;192.168.1.89;Unknown
2025-06-18 05:22:08;JOIN;192.168.1.22;Unknown
2025-06-18 05:22:08;LEAVE;192.168.1.37;Unknown
2025-06-18 05:22:08;LEAVE;192.168.1.69;Unknown
2025-06-18 05:22:08;LEAVE;192.168.1.47;Unknown
2025-06-18 05:22:10;JOIN;192.168.1.47;Unknown
2025-06-18 05:22:10;JOIN;192.168.1.37;Unknown
2025-06-18 05:22:10;JOIN;192.168.1.69;Unknown
2025-06-18 05:22:10;LEAVE;192.168.1.206;Unknown
2025-06-18 05:22:10;LEAVE;192.168.1.22;Unknown
2025-06-18 05:22:13;LEAVE;192.168.1.89;Unknown
2025-06-18 05:22:13;LEAVE;192.168.1.47;Unknown
2025-06-18 05:22:15;JOIN;192.168.1.47;Unknown
2025-06-18 05:22:15;JOIN;192.168.1.89;Unknown
2025-06-18 05:22:15;JOIN;192.168.1.206;Unknown
2025-06-18 05:22:17;LEAVE;192.168.1.1;Unknown
2025-06-18 05:22:17;LEAVE;192.168.1.37;Unknown
2025-06-18 05:22:17;LEAVE;192.168.1.47;Unknown
2025-06-18 05:22:19;JOIN;192.168.1.1;_gateway
2025-06-18 05:22:19;JOIN;192.168.1.22;Unknown
2025-06-18 05:22:19;JOIN;192.168.1.47;Unknown
2025-06-18 05:22:19;JOIN;192.168.1.37;Unknown
2025-06-18 05:22:21;JOIN;192.168.1.32;Unknown
2025-06-18 05:22:21;LEAVE;192.168.1.38;Unknown
2025-06-18 05:22:21;LEAVE;192.168.1.89;Unknown
2025-06-18 05:22:21;LEAVE;192.168.1.69;Unknown
2025-06-18 05:22:21;LEAVE;192.168.1.68;Unknown
2025-06-18 05:22:23;JOIN;192.168.1.38;Unknown
2025-06-18 05:22:23;JOIN;192.168.1.68;Unknown
2025-06-18 05:22:23;JOIN;192.168.1.69;Unknown
2025-06-18 05:22:23;JOIN;192.168.1.49;Unknown
2025-06-18 05:22:23;JOIN;192.168.1.89;Unknown
2025-06-18 05:22:23;LEAVE;192.168.1.22;Unknown
2025-06-18 05:22:23;LEAVE;192.168.1.32;Unknown
2025-06-18 05:22:25;JOIN;192.168.1.22;Unknown
2025-06-18 05:22:25;LEAVE;192.168.1.89;Unknown
2025-06-18 05:22:28;JOIN;192.168.1.41;Unknown
2025-06-18 05:22:28;JOIN;192.168.1.89;Unknown
2025-06-18 05:22:28;LEAVE;192.168.1.49;Unknown
2025-06-18 05:22:30;LEAVE;192.168.1.69;Unknown
2025-06-18 05:22:30;LEAVE;192.168.1.35;Unknown
2025-06-18 05:22:30;LEAVE;192.168.1.34;Unknown
2025-06-18 05:22:32;JOIN;192.168.1.35;Unknown
2025-06-18 05:22:32;JOIN;192.168.1.34;Unknown
2025-06-18 05:22:32;JOIN;192.168.1.69;Unknown
2025-06-18 05:22:32;JOIN;192.168.1.92;Unknown
2025-06-18 05:22:32;LEAVE;192.168.1.1;Unknown
2025-06-18 05:22:34;JOIN;192.168.1.1;_gateway
2025-06-18 05:22:34;JOIN;192.168.1.32;Unknown
2025-06-18 05:22:34;LEAVE;192.168.1.92;Unknown
2025-06-18 05:22:34;LEAVE;192.168.1.35;Unknown
2025-06-18 05:22:34;LEAVE;192.168.1.50;Unknown
2025-06-18 05:22:34;LEAVE;192.168.1.47;Unknown
2025-06-18 05:22:36;JOIN;192.168.1.35;Unknown
2025-06-18 05:22:36;JOIN;192.168.1.50;Unknown
2025-06-18 05:22:36;LEAVE;192.168.1.206;Unknown
2025-06-18 05:22:36;LEAVE;192.168.1.37;Unknown
2025-06-18 05:22:36;LEAVE;192.168.1.56;Unknown
2025-06-18 05:22:36;LEAVE;192.168.1.32;Unknown
2025-06-18 05:22:36;LEAVE;192.168.1.69;Unknown
2025-06-18 05:22:36;LEAVE;192.168.1.89;Unknown
2025-06-18 05:22:36;LEAVE;192.168.1.68;Unknown
2025-06-18 05:22:37;LEAVE;192.168.1.34;Unknown
2025-06-18 05:22:37;LEAVE;192.168.1.38;Unknown
2025-06-18 05:22:37;LEAVE;192.168.1.35;Unknown
2025-06-18 05:22:37;LEAVE;192.168.1.36;Unknown
2025-06-18 05:22:37;LEAVE;192.168.1.40;Unknown
2025-06-18 05:22:37;LEAVE;192.168.1.41;Unknown
2025-06-18 05:22:37;LEAVE;192.168.1.50;Unknown
2025-06-18 05:22:39;LEAVE;192.168.1.1;Unknown
2025-06-18 05:22:39;LEAVE;192.168.1.22;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.35;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.38;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.36;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.41;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.37;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.50;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.31;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.56;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.34;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.69;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.68;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.40;Unknown
2025-06-18 05:22:41;JOIN;192.168.1.47;Unknown
2025-06-18 05:22:42;JOIN;192.168.1.1;_gateway
2025-06-18 05:22:42;JOIN;192.168.1.22;Unknown
2025-06-18 05:22:42;LEAVE;192.168.1.56;Unknown
2025-06-18 05:22:42;LEAVE;192.168.1.69;Unknown
2025-06-18 05:22:42;LEAVE;192.168.1.68;Unknown
2025-06-18 05:22:43;JOIN;192.168.1.56;Unknown
2025-06-18 05:22:43;JOIN;192.168.1.69;Unknown
2025-06-18 05:22:43;JOIN;192.168.1.68;Unknown
2025-06-18 05:22:43;LEAVE;192.168.1.22;Unknown
2025-06-18 05:22:43;LEAVE;192.168.1.41;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.34;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.38;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.31;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.1;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.37;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.56;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.69;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.35;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.36;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.40;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.50;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.47;Unknown
2025-06-18 05:22:44;LEAVE;192.168.1.68;Unknown
